Category,Title,Image URL,Article URL,Content,News Provider
politics,Trump's AI-generated entrance into papal politics,https://www.washingtonpost.com/wp-apps/imrs.php?src=https%3A%2F%2Fd1i4t8bqe7zgj6.cloudfront.net%2F05-06-2025%2Ft_9e036654265848819ab7b9543e9e6836_name_Screenshot_2025_05_06_at_3_52_40_PM.png&w=1080,https://www.washingtonpost.com/video/politics/trumps-ai-generated-entrance-into-papal-politics/2025/05/06/501d9ee1-ea8d-426e-9b35-5ffcc53b0c63_video.html,"Politics
Trump's AI-generated entrance into papal politics
May 6, 2025 | 8:02 PM GMT
The Sidebar panel and Senior political correspondent Naftali Bendavid discusses President Donald Trump's unusual AI-generated wade into Papal politics. Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqK Follow us: Twitter: https://twitter.com/washingtonpost Instagram: https://www.instagram.com/washingtonpost/ Facebook: https://www.facebook.com/washingtonpost/",n/a
politics,"Mali suspends political activities to preserve public order, statement says",https://www.reuters.com/resizer/v2/466BJJQ7PVGY5O53NZ3KL65MHM.png?auth=b9c3bf166c40a6778eb5672993fde7c30a15f48329026674eff92afd8da1d0ca&height=1005&width=1920&quality=80&smart=true,https://www.reuters.com/world/africa/mali-suspends-political-activities-preserve-public-order-state-tv-says-2025-05-07,"BAMAKO, May 7 (Reuters) - Mali has suspended political activities across the country ahead of a planned protest against the military junta that has ruled since coups in 2020 and 2021, authorities said on Wednesday.
The West African country's political parties are demanding a return to constitutional order and a presidential election, and they were expected to gather for a demonstration on Friday.
The Reuters Tariff Watch newsletter is your daily guide to the latest global trade and tariff news. Sign up here.
However, the junta said in a statement read on state TV on Wednesday that activities of political parties and other political organisations had been suspended until further notice to preserve public order.
Last week, a national conference of political actors recommended naming junta leader Assimi Goita as president with a five-year mandate. The conference also recommended the dissolution of all political parties and the tightening of conditions for the creation of new parties.
In response to that announcement, a coalition of political parties held a demonstration on May 3, saying Malians were not represented in the conference. Parties were expected to gather again on Friday.
The junta originally committed to holding elections in February 2022, but that timeline has been pushed back several times.
In 2024, Mali formed a cooperation pact known as the Alliance of Sahel States (AES) with its neighbours in the impoverished Sahel region, Burkina Faso and Niger, after severing long-standing military ties with France and other Western powers.",n/a
politics,The politics of picking a Pope,https://www.washingtonpost.com/wp-apps/imrs.php?src=https%3A%2F%2Fd1i4t8bqe7zgj6.cloudfront.net%2F05-09-2025%2Ft_746dbde3eaa048f49ddb5a65b1645064_name_thumb_3.png&w=1080,https://www.washingtonpost.com/video/politics/the-politics-of-picking-a-pope/2025/05/09/0af06275-34f1-41e7-9ac6-d1f4d4620bb2_video.html,"Politics
The politics of picking a Pope
May 9, 2025 | 7:17 PM GMT
The Sidebar panel and religion reporter Michelle Boorstein discussed the enigmatic world of Vatican politics and the process of electing a new Pope. Subscribe to The Washington Post on YouTube: https://wapo.st/2QOdcqK Follow us: Twitter: https://twitter.com/washingtonpost Instagram: https://www.instagram.com/washingtonpost/ Facebook: https://www.facebook.com/washingtonpost/",n/a
politics,Aaron Blake Joins CNN as Senior Reporter,https://www.cnn.com/interactive/uploads/20250506-headshot_aaron_blake_720.jpg,https://cnnpressroom.blogs.cnn.com/2025/05/08/aaron-blake-joins-cnn-as-senior-reporter,"Aaron Blake has joined CNN as a Senior Reporter, the network announced today. In this role, Blake's cross-platform reporting will focus on a range of political topics including President Trump, Congress, and the federal government.
Blake joins CNN after more than a decade at The Washington Post, where he most recently served as a Senior Reporter focused on analysis of Congress, the White House, campaigns, polls, and political legal issues. As one of The Post's most read authors, his sharp political coverage drove consistent engagement from audiences across platforms.
During his time at The Washington Post, Blake hosted 'Post Reports', a weekly politics podcast, formerly called the 'Campaign Moment'. He also served as managing editor of The Fix, one of the outlet's signature political blogs.
Prior to his time with The Washington Post, Blake was a staff writer for The Hill, where he covered House, Senate, and presidential campaigns for the newspaper.
Blake is a graduate of the University of Minnesota and will be based out of CNN's Washington, D.C., bureau.",n/a
politics,Republicans fear political cost of Medicaid cuts,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/S2JDP5O7GUZNAWLKZZVO4GOZRE_size-normalized.jpg&w=1440,https://www.washingtonpost.com/politics/2025/05/09/republicans-political-cost-medicaid-cuts,"Republicans are backing away from broad proposals to slash federal funding to Medicaid and inching toward a more modest approach, fearful of the political risk of cutting a program that has swelled to the point that it now insures 1 in 5 Americans.
They are leaning toward smaller changes such as adding work requirements and extra eligibility checks — ideas more palatable to moderate and vulnerable Republicans, many of whom are loath to cut a program that covers a substantial slice of their constituents and risk a political backlash in next year's midterm elections.",n/a
politics,Inside the election of the first American pope,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://podcast.posttv.com/podcast/20250508/t_1746720226722_name_Sidebar_social.jpg&w=1440,https://www.washingtonpost.com/podcasts/can-he-do-that/who-is-going-to-be-the-new-pope,"Inside the election of the first American pope
On this episode, The Washington Post's Libby Casey, Rhonda Colvin and James Hohmann are joined by religion reporter Michelle Boorstein and Rome bureau chief Anthony Faiola to discuss the papal conclave and the election of the first American pope, Leo XIV. The crew breaks down the process the cardinals followed, then dives into the politics of the conclave: How cardinals make themselves candidates, and how they try to elevate their positions behind the scenes while adhering to the strict traditions surrounding the process. And finally, the crew breaks down whether the cardinals take American politics, or world politics, into account at all when choosing a new leader for the Catholic Church.",n/a
politics,Mali's efforts to stem political protests to face test,https://www.reuters.com/resizer/v2/PY4KUJLBDJMCNA6X7IZIZCYMAQ.jpg?auth=396eb7869d450f11d1f313c76d7aec2f4d5408c661eac380ef0576e36d319e2e&height=1005&width=1920&quality=80&smart=true,https://www.reuters.com/world/africa/malis-efforts-stem-political-protests-face-test-2025-05-09,"DAKAR, May 9 (Reuters) - An attempt by Mali's military government to stamp out public dissent by banning all political activity will be put to the test on Friday as critics wary of security and economic woes call for protests.
Authorities on Wednesday announced that all work by political parties and other political organisations had been suspended until further notice to preserve public order.
The move came ahead of planned protests in the capital, Bamako, and the city of Segou against the government, which came to power after coups in 2020 and 2021.
Government critics, including activists and opposition politicians, appeared keen to build momentum after unprecedented public gatherings on May 3 and 4 in Bamako. Those were triggered by recommendations from a national council of political actors to hand military leader Assimi Goita a five-year mandate and dissolve all political parties.
Several hundred participants carried placards displaying messages calling for multi-party elections and chanted slogans such as: ""Down with dictatorship, long live democracy.""
While organisers of Friday's protest postponed the event until further notice, calls for civil disobedience nonetheless circled on social media.
A spokesperson for Mali's Ministry of Security and Civil Protection did not immediately respond to a request for comment.
The likelihood of a mass popular uprising remains low for now, especially in a country like Mali where multiple political opponents and government critics have disappeared from public view, including one on Thursday, according to his party - but analysts said the coming days will be a critical test.
If protesters come out in larger numbers than last weekend, and are perhaps tear-gassed or arrested, it could result in an even stronger backlash, said Benedict Manzin, an analyst with strategic risk consultancy Sibylline.
If a similar number of demonstrators, or fewer, take to the streets ""because people have been intimidated into silence, then this will probably just go away"", he said.
While the council's recommendations on dissolving political parties and granting Goita a five-year mandate were an important trigger, the protests last weekend highlighted anger over a broad range of issues in a country where military leaders - who took power promising to stem the threat posed by jihadist groups - have instead overseen a worsening security situation.
""There are many factors,"" said a Malian security analyst in Bamako who spoke on condition of anonymity for safety reasons. They include insecurity as well as social issues like power cuts, the high cost of living and job losses.
""The longer it goes on, the more unsustainable it becomes,"" he said.
Much of northern Mali remains out of government control, and jihadist groups are expanding their reach and carrying out more frequent attacks around Bamako.
Last September, Al Qaeda affiliate Jama'a Nusrat ul-Islam wa al-Muslimin (JNIM) claimed an attack in the capital that hit an elite police training academy and the airport.
With insecurity as rampant as ever, military governments not just in Mali but in neighbouring Burkina Faso and Niger - all former French colonies - have leaned on anti-colonial rhetoric to justify their rule.
""But that gets old,"" said Manzin.
""Livelihoods are being destroyed, the population are under threat of attack - eventually, what you need is just stability and economic well-being.""
Rather than a public uprising, a stronger threat to the current leaders would likely come from within the government itself, said Byron Cabrol, senior Africa analyst at Dragonfly.
""A wave of protests would not be enough to kind of incentivise someone [within the military government] to take action,"" he said, ""but it's undoubtedly a contributing factor, among many others.""",n/a
politics,Bernie Sanders on why Trump won – and what Democrats can do,https://www.washingtonpost.com/wp-apps/imrs.php?src=https%3A%2F%2Fd1i4t8bqe7zgj6.cloudfront.net%2F05-05-2025%2Ft_9f93dcc82e0f4098a796c1a61964839a_name_horizontal_00_17_50_23_Still009.jpg&w=1080,https://www.washingtonpost.com/video/politics/bernie-sanders-on-why-trump-won-and-what-democrats-can-do/2025/05/05/2c09a68f-a578-4155-b659-8c04f65166e1_video.html,"Politics
Bernie Sanders on why Trump won – and what Democrats can do
May 6, 2025 | 12:47 AM GMT
Since February, thousands have attended political rallies helmed by Sen. Bernie Sanders (I-Vermont) and Rep. Alexandria Ocasio-Cortez (D-New York), deemed the 'Fighting Oligarchy' tour. Political events with crowds like this don't have much precedent outside of a presidential campaign. But Sanders and Ocasio-Cortez are hoping to harness anger over the policies of the second Trump administration to push the Democratic Party to support their progressive policies. Host Colby Itkowitz travels to Harrisburg, Pennsylvania, to speak with rallygoers and to sit down with Sanders for an interview.",n/a
politics,Broward judge agrees to 10-day suspension without pay,https://assets1.cbsnewsstatic.com/hub/i/r/2024/12/07/a62ce7f6-8e51-4410-b0a0-9a4140926026/thumbnail/1200x630/5ac67ef08aae5d919a3c3fb1b48416f9/ap24342644833653.jpg?v=e61856d8e666e7ed5709adc37bb2d465,https://www.cbsnews.com/miami/news/broward-judge-suspension-without-pay,"After the Florida Supreme Court rejected less-severe punishment, a Broward County circuit judge and a state investigative panel have agreed she should receive a 10-day suspension without pay in a case that includes allegations she improperly made political contributions.
Judge Stefanie Moon and an investigative panel of the state Judicial Qualifications Commission on Wednesday filed a revised agreement, known as a stipulation, that went along with disciplinary measures suggested last week by the Supreme Court.
The Judicial Qualifications Commission in April recommended that Moon receive a public reprimand and pay a fine of $2,115, the amount of the political contributions. But the Supreme Court last week rejected that recommendation and said she should receive a suspension, along with being reprimanded and paying the fine.
Allegations of improper political contributions tied to Kamala Harris, Joe Biden
The commission last month filed documents at the Supreme Court that alleged Moon violated judicial canons by making political contributions, including to committees backing former Democratic presidential candidate Kamala Harris, former President Joe Biden and ActBlue, a Democratic Party fundraising arm.
In addition, Moon was accused of reminding an attorney in court that he had not returned a phone call related to her re-election campaign and improperly contacting the therapist of a man who was a party in a case and whose mental health was an issue.
The commission makes recommendations to the Supreme Court, which has ultimate authority to discipline judges.",n/a
politics,Democrats Must Embrace Their Inner Jerry Springer,https://static01.nyt.com/images/2025/05/09/opinion/09neyfakh/09neyfakh-facebookJumbo.jpg,https://www.nytimes.com/2025/05/09/opinion/democrats-need-jerry-springer.html,"Given that Hollywood is often caricatured as a hotbed of liberalism, it's surprising that Republicans seem so much better than Democrats at the showbiz side of politics. Two Republican presidents have stars on the Hollywood Walk of Fame: Presidents Ronald Reagan and Donald Trump, as does the former Republican governor of California, Arnold Schwarzenegger. Yet among liberals there persists a sense that running celebrities for public office is somehow déclassé, cynical or simply not something a serious party does.
The Democrats need to reckon with a new reality: The electorate wants to be entertained. Instead of continuing to run highly credentialed political lifers, the party needs to embrace the idea of the celebrity candidate — and find someone with sincerely-held progressive beliefs, sky-high name recognition and experience winning over the kinds of voters who've supported the MAGA movement. In other words, they need to find someone like Jerry Springer.
Mr. Springer, who died in 2023, is best known for his gleefully distasteful TV show, which for nearly three decades featured a parade of cheating spouses, incestuous siblings and rowdy strippers who routinely erupted in brutal onstage brawls. With his glasses, jacket and tie, Mr. Springer would hang back at a safe distance, an unlikely instigator standing amid a jeering crowd and politely asking questions.
Yes, that Jerry Springer should serve as a model for the kind of standard-bearer Democrats should be looking for: a professionally famous person with an intuitive grasp of attention, a flair for drama and conflict, and a proven ability to communicate with a broad audience regardless of its political affiliations.
As a celebrity, Mr. Springer had none of the glamour of, say, a Beyoncé, a George Clooney or a Dwayne 'The Rock' Johnson — some of the names occasionally mentioned as possible political recruits. But that's the point. For Democrats, the issue of being perceived as talking down to voters is one that the party continues to struggle with. Many of the voters who improbably regard Mr. Trump, a gilded billionaire, as an everyman with a common touch, cheered for Mr. Springer because he seemed relatable and never condescending. That kind of figure, coupled with a talent for showmanship, might prove a recipe for success now, even more so than it did for Mr. Springer during the political career he began in advance of rising to fame as a talk-show host.
Before Mr. Springer became an icon of bad taste, and before his name — Jerry! Jerry! Jerry! — became a kind of tawdry war cry, he had a promising career in government. He was an idealistic and ambitious progressive reformer elected to office in Cincinnati, Ohio, during the 1970s as a city councilman. He appealed to countercultural college students and blue-collar workers alike. During his time in City Hall, he opposed the Vietnam War, led a successful campaign to create a city-owned bus system and advocated reforms at the local jail. He resigned from the City Council in 1974, following a prostitution scandal — a seeming career ender at the time, though one he came back from, successfully reclaiming his seat and then serving as mayor of Cincinnati.
Both his political gifts and his nose for spectacle would contribute to his rise as a big-tent TV celebrity. That tent included many of the kind of people Hillary Clinton would later label 'deplorables,' an infamous slight. Even as his studio audience — and many critics — sneered at Mr. Springer's guests and judged him for putting them on his televised circus, he always managed to seem genuinely interested in them: their feelings, their decisions and occasionally their hopes for the future.
After Mr. Springer ran unsuccessfully for the Democratic nomination in the Ohio governor's race in 1982, he essentially stumbled into a career in media — first as a pundit delivering commentaries on the news, then as an Emmy-winning evening news anchor, then, starting in 1991, as the host of a daytime talk show focused on current affairs and human interest stories.
After a stretch of incurably low ratings, 'The Jerry Springer Show' began its transformation into the shocking free-for-all that we remember, and he became an international celebrity. But he spent the rest of his life looking for ways to get back into politics, even as his infamy made the prospect less viable. He seriously explored running for statewide office again in Ohio during three separate election cycles, starting around the time of his show's commercial peak in the late 1990s. He found that neither voters nor party leaders were willing to look past his TV show: A University of Cincinnati poll in 2003 found that he had an unfavorability rating of 71 percent.
Many found the idea of Mr. Springer in the Senate not just implausible but offensive. Representative Ted Strickland, who would later become Ohio's governor, denounced Mr. Springer as someone 'who abuses damaged, vulnerable people for his own purpose' and swore he'd never share a stage with him.
Mr. Springer ended up not running in 2003, channeling his passion for politics into a radio show on Air America, the short-lived experiment in progressive talk radio. His radio show — on which he talked about issues like abortion, the death penalty and public education — aired alongside that of another entertainer turned political aspirant: the former 'Saturday Night Live' comedian and future senator from Minnesota, Al Franken.
It was in 2017, the year after Mr. Trump's election, that Mr. Springer and his inner circle of supporters thought perhaps his moment had finally come, and they began kicking the tires on a campaign for governor of Ohio. If Americans could be convinced to vote for one famous guy they'd seen on a cheesy TV show, why wouldn't they embrace another? As Mr. Springer said of Mr. Trump, 'His constituency is basically mine. These are fans of the show.'
Several of Mr. Springer's advisers told me that, in a general election, they had no doubt he would have won the Ohio statehouse, by bringing home the kinds of lifelong Democratic voters who had switched to Mr. Trump in 2016. An Ohio State senator, Bill DeMora, told me of Springer fans: 'They related to somebody like Jerry Springer, because he talked to them, not down to them.'
In hindsight, Mr. Springer's story lends credence to the notion that politics and entertainment have more in common than we like to admit. If nothing else, Democrats must get past their aversion to the unseriousness of celebrity and treat it as a selling point, not a stumbling block. Why not Oprah Winfrey? Or the ESPN personality Stephen A. Smith? Or the 'Shark Tank' personality and billionaire Mark Cuban? Just pick someone who's willing to run, who's good at their job, and who lots of people like. Democrats would do well not to let the next Jerry Springer slip away.",n/a
